Survived,Sex,Age,Parch,Fare,HasCabin,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8
0,1,0.24,0,0.01727404957593672,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.24,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.05410739813385612,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0.235,0,0.014110458666029575,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,1,0.02,2,0.29580589980036276,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0.3,0,0.05953203526170282,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.5,1,0.4831284260198326,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0.21,0,0.015126992566498259,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0.3,0,0.04538097769949478,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0.19,0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.21,0,0.024105594605968193,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,0.3,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.0092,2,0.29580589980036276,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0.21,0,0.21642978772242535,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0.17,0,0.2125586439344078,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.3,0,0.04684488020593009,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,1,0.3,0,0.11111839809247648,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0.24,0,0.16231419173453318,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0.18,2,0.5121218935012878,1,1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,0.26,1,0.050748620223090936,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.28,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.43,1,0.05123658772523604,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0.26,0,0.015330377421392339,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.24,0,0.050748620223090936,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.54,0,0.027326180120125887,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.31,2,0.32179836714362564,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.4,1,0.2625265161540666,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.22,0,0.014151057562208049,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.27,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.3,0,0.024105594605968193,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,1,0.22,1,0.056604230248832196,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.3,2,0.13575255909676825,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,1,0.36,0,0.2647385704347907,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0.61,0,0.012174789178520372,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.36,0,0.025374310111545468,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.31,1,0.04006213192611313,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,1,0.16,1,0.11316786160148591,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0.21,0,0.04538097769949478,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0.455,0,0.055628295244541985,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.38,1,0.2995388511917728,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.16,0,0.03513366015444757,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0.35,0,0.2608674266467732,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0.3,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.29,0,0.12999454257145598,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0.41,0,0.2625265161540666,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0.45,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.45,0,0.06929138530460494,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,0,0.02,1,0.050748620223090936,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0.24,2,0.5133418122566507,1,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0.28,0,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.25,0,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.36,0,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.24,0,0.025374310111545468,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.4,0,0.025374310111545468,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.35,0,0.031425107138144774,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,0,0.03,1,0.031034733136428686,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.42,0,0.016908073949327893,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.23,0,0.01800600082915438,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.06831545030031472,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.15,1,0.014110458666029575,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0.25,0,0.034743286152731485,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.3,0,0.014102260811993537,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0.28,0,0.018542765081513996,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.22,1,0.10735285047192313,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,1,0.38,0,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.21,0,0.01537917417160685,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0.21,0,0.01537917417160685,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0.4,4,0.05445717323939373,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.29,0,0.05410739813385612,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,0.45,1,0.028212719478023115,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0.35,0,0.013760683560491965,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.030253985132996517,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,0,0.3,0,0.014151057562208049,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.6,0,0.14687821814567664,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0.35,0,0.014110458666029575,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0.21,0,0.015126992566498259,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0.24,0,0.13526459159462315,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0.25,0,0.1082149914547131,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.18,0,0.012678957201736696,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.19,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.22,0,0.2647385704347907,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,1,0.03,1,0.04113566043083236,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,0.35,0,0.16038672010106003,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0.22,0,0.014151057562208049,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.27,2,0.41282050681475896,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0.2,0,0.007831878409428937,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0.19,0,0.015175789316712771,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.42,0,0.4440992237022602,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0.01,2,0.030725752114070404,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0.32,0,0.015468569817999833,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.35,0,0.10149724044618187,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0.3,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.18,0,0.1434624456306609,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.01,2,0.09154270340242172,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1,0.36,0,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.015086393670319786,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0.17,0,0.023422440102965045,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0,0.36,2,0.23422440102965048,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0.21,0,0.015216388212891242,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.28,0,0.015468569817999833,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0.23,0,0.22109807522194713,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0.24,2,0.03259622914329302,1,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.22,0,0.015216388212891242,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0.31,0,0.015330377421392339,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.46,0,0.050748620223090936,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.23,0,0.020494635090094415,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.28,0,0.02469115560854232,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0,0.39,0,0.015468569817999833,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.26,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0.21,0,0.019177122834302632,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.28,0,0.030937139635999665,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,1,0.2,0,0.016908073949327893,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.34,0,0.04098927018018883,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.51,0,0.015126992566498259,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.03,1,0.03659756266088288,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.21,0,0.015175789316712771,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0.21,1,0.049707687947515,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,0.3,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.013386510079847098,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0.33,0,0.17566830077223786,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0.3,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0,0.44,0,0.015468569817999833,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0.35,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.34,1,0.06343577527886367,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0.18,2,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,1,0.1,2,0.04713766070721715,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.015411575213749286,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0.21,0,0.015094396337354966,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0.29,0,0.015370976317570811,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0.28,1,0.028106928123558056,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.18,1,0.039452172548431745,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.3,0,0.014151057562208049,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.28,0,0.050748620223090936,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0.19,0,0.050748620223090936,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.015126992566498259,1,0,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0.32,0,0.015712553569072387,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.28,0,0.051822148727810165,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.35,0,0.031425107138144774,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,1,0.42,0,0.050748620223090936,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.17,0,0.013907073811135496,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.5,0,0.1091095334796455,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0.14,2,0.23422440102965048,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0.21,2,0.06709553154495196,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0.24,3,0.03659756266088288,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0,0.64,4,0.5133418122566507,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0.31,0,0.020494635090094415,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.45,1,0.05123658772523604,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.2,0,0.018542765081513996,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.25,0,0.015175789316712771,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,1,0.28,0,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0,0.3,0,0.015834545444608664,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.04,2,0.15977676072337862,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.13,1,0.038061465167318204,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0,0.34,0,0.051822148727810165,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.05,1,0.03758969818624431,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,0,0.52,0,0.05953203526170282,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.36,2,0.05416439273810667,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.3,0,0.03897240290032268,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.3,0,0.05416439273810667,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0.49,0,0.17391981561855152,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.3,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.29,0,0.015411575213749286,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0.65,0,0.051822148727810165,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.35,0,0.10122885832000206,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0.5,0,0.020494635090094415,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.015126992566498259,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0.48,0,0.051822148727810165,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.34,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.47,0,0.07514699533034619,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.48,0,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.38,0,0.013760683560491965,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.56,0,0.051822148727810165,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.015078195816283748,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0.0075,1,0.03758969818624431,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,0,0.3,0,0.014151057562208049,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.38,0,0.016908073949327893,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.33,2,0.05416439273810667,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0.23,0,0.026919605597338588,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0,1,0.22,0,0.019201521209409888,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.10149724044618187,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.34,0,0.04098927018018883,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.29,0,0.013752485706455927,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.22,0,0.014679623960531627,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.02,1,0.023983602730431916,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.09,2,0.09154270340242172,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0.3,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.5,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.63,0,0.018713553707264782,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.25,0,0.17777475888549785,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0.21,1,0.049707687947515,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,0.35,0,0.17566830077223786,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0.58,0,0.057970539254838485,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0.3,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.09,1,0.031034733136428686,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.3,0,0.03897240290032268,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.21,0,0.014151057562208049,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.55,0,0.05953203526170282,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.71,0,0.09662576327876685,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0.21,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.028220722145058292,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0.54,0,0.1527664244005612,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.3,0,0.029473237129564348,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0.25,2,0.29580589980036276,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0.24,0,0.015216388212891242,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.17,0,0.016908073949327893,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0.21,0,0.015126992566498259,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0.21,0,0.014891206669461744,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0.37,0,0.018713553707264782,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.16,0,0.16883675574220638,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.18,0,0.2125586439344078,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0.33,2,0.050748620223090936,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0,0.3,0,0.051822148727810165,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.28,0,0.04396587194327397,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.26,0,0.11027245763075773,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.29,0,0.015126992566498259,1,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0.3,0,0.015712553569072387,1,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.36,0,0.05130978285055781,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.54,0,0.11594107850967697,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.24,0,0.014630827210317117,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.47,0,0.06640417918791278,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.34,0,0.020494635090094415,1,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.04713766070721715,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0.36,0,0.050748620223090936,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.32,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.3,0,0.18249984580226933,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.22,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.014102260811993537,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0.44,1,0.11316786160148591,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0.3,0,0.014110458666029575,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0.405,0,0.015126992566498259,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0.5,0,0.020494635090094415,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.4328841690069588,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.39,0,0.015468569817999833,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.23,1,0.022446505098674838,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,1,0.02,1,0.050748620223090936,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.3,0,0.014110458666029575,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0.17,1,0.014110458666029575,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,0.35,2,0.04364049521284362,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,1,0.3,0,0.016908073949327893,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.07,2,0.05123658772523604,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.45,0,0.051822148727810165,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.3,0,0.20772776566317125,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0.3,0,0.028302115124416098,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.22,2,0.09661756542473082,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0.36,2,0.13858277060920987,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,1,0.09,2,0.06104473451835265,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,0.11,2,0.06104473451835265,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0,0.32,0,0.050748620223090936,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0.5,0,0.20772776566317125,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.64,0,0.050748620223090936,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.19,0,0.050748620223090936,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,0.3,0,0.02705779799394608,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0,0.33,1,0.04006213192611313,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,0,0.08,1,0.07173122281533045,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,0.17,2,0.21642978772242535,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0.27,0,0.050748620223090936,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.015281580671177828,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0.22,0,0.014102260811993537,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0.22,0,0.015175789316712771,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.62,0,0.051822148727810165,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.48,0,0.07729405233978466,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.3,0,0.4440992237022602,1,1,0,0,1,0,0,1,0,0,0,0,0,0
1,1,0.39,1,0.1554664461834305,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1,1,0.36,0,0.033962538149299316,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,0,0.3,0,0.015126992566498259,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0.4,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.28,0,0.026350245115835676,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0.21,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.24,0,0.04713766070721715,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0,0.19,0,0.015411575213749286,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,1,0.29,4,0.04113566043083236,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.3,0,0.014110458666029575,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,0,0.32,0,0.015330377421392339,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,0,0.62,0,0.020494635090094415,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.53,0,0.10048070654571319,1,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0.36,0,0.051504969851415845,1,1,0,0,0,0,1,1,0,0,0,0,0,0
1,1,0.21,0,0.015126992566498259,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0.16,0,0.015712553569072387,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,0.19,0,0.028302115124416098,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.34,0,0.025374310111545468,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,1,0.39,0,0.1091095334796455,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0.35,0,0.028220722145058292,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,0,0.32,0,0.015468569817999833,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1,1,0.25,1,0.05855610025741262,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0.39,1,0.21642978772242535,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0.54,0,0.050748620223090936,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,0.36,0,0.07831878409428937,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,0.3,0,0.017005667449756914,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0.18,2,0.1554664461834305,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0.47,0,0.02927805012870631,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0,0.6,1,0.15458810467956932,1,1,0,0,1,0,0,0,1,0,0,0,0,0
